"Título de trazado: ASA_01_SO_01"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 22034869, SEN S/N: 22034869)","Temp, °F (LGR S/N: 22034869, SEN S/N: 22034869)","Pres abs Barom., psi (LGR S/N: 21981564, SEN S/N: 21981564)","Profundidad de sensor, pies (LGR S/N: 22034869)","Acoplador separado (LGR S/N: 22034869)","Acoplador adjunto (LGR S/N: 22034869)","Host conectado (LGR S/N: 22034869)","Final de archivo (LGR S/N: 22034869)"
3515,10/10/25 03:35:00 PM,8.3482,40.881,8.3381,0.023,,,,
3516,10/10/25 03:40:00 PM,8.3482,40.881,8.3389,0.021,,,,
3517,10/10/25 03:45:00 PM,8.3482,40.881,8.3416,0.015,,,,
3518,10/10/25 03:50:00 PM,8.3436,40.881,8.3382,0.012,,,,
3519,10/10/25 03:55:00 PM,8.3459,40.881,8.3391,0.016,,,,
3520,10/10/25 04:00:00 PM,8.3482,40.881,8.3358,0.029,,,,
3521,10/10/25 04:05:00 PM,8.3482,40.881,8.3382,0.023,,,,
3522,10/10/25 04:10:00 PM,8.3482,40.881,8.3417,0.015,,,,
3523,10/10/25 04:15:00 PM,8.3459,40.881,8.3408,0.012,,,,
3524,10/10/25 04:20:00 PM,8.3507,40.881,8.3417,0.021,,,,
3525,10/10/25 04:25:00 PM,8.3482,40.881,8.3400,0.019,,,,
3526,10/10/25 04:30:00 PM,8.3482,40.881,8.3408,0.017,,,,
3527,10/10/25 04:35:00 PM,8.3482,40.881,8.3407,0.017,,,,
3528,10/10/25 04:40:00 PM,8.3482,40.881,8.3407,0.017,,,,
3529,10/10/25 04:45:00 PM,8.3482,40.881,8.3413,0.016,,,,
3530,10/10/25 04:50:00 PM,8.3507,40.881,8.3392,0.026,,,,
3531,10/10/25 04:55:00 PM,8.3530,40.881,8.3388,0.033,,,,
3532,10/10/25 05:00:00 PM,8.3530,40.881,8.3392,0.032,,,,
3533,10/10/25 05:05:00 PM,8.3530,40.881,8.3395,0.031,,,,
3534,10/10/25 05:10:00 PM,8.3530,40.881,8.3363,0.038,,,,
3535,10/10/25 05:15:00 PM,8.3530,40.881,8.3382,0.034,,,,
3536,10/10/25 05:20:00 PM,8.3553,40.881,8.3359,0.045,,,,
3537,10/10/25 05:25:00 PM,8.3530,40.881,8.3375,0.036,,,,
3538,10/10/25 05:30:00 PM,8.3553,40.881,8.3384,0.039,,,,
3539,10/10/25 05:35:00 PM,8.3553,40.881,8.3410,0.033,,,,
3540,10/10/25 05:40:00 PM,8.3546,40.696,8.3366,0.041,,,,
3541,10/10/25 05:45:00 PM,8.3546,40.696,8.3385,0.037,,,,
3542,10/10/25 05:50:00 PM,8.3569,40.696,8.3391,0.041,,,,
3543,10/10/25 05:55:00 PM,8.3593,40.696,8.3391,0.047,,,,
3544,10/10/25 06:00:00 PM,8.3593,40.696,8.3375,0.050,,,,
3545,10/10/25 06:05:00 PM,8.3616,40.696,8.3373,0.056,,,,
3546,10/10/25 06:10:00 PM,8.3616,40.696,8.3384,0.054,,,,
3547,10/10/25 06:15:00 PM,8.3616,40.696,8.3378,0.055,,,,
3548,10/10/25 06:20:00 PM,8.3616,40.696,8.3388,0.053,,,,
3549,10/10/25 06:25:00 PM,8.3633,40.509,8.3381,0.058,,,,
3550,10/10/25 06:30:00 PM,8.3633,40.509,8.3375,0.060,,,,
3551,10/10/25 06:35:00 PM,8.3633,40.509,8.3379,0.059,,,,
3552,10/10/25 06:40:00 PM,8.3633,40.509,8.3405,0.053,,,,
3553,10/10/25 06:45:00 PM,8.3633,40.509,8.3360,0.063,,,,
3554,10/10/25 06:50:00 PM,8.3633,40.509,8.3347,0.066,,,,
3555,10/10/25 06:55:00 PM,8.3656,40.509,8.3385,0.063,,,,
3556,10/10/25 07:00:00 PM,8.3656,40.509,8.3373,0.065,,,,
3557,10/10/25 07:05:00 PM,8.3656,40.509,8.3373,0.065,,,,
3558,10/10/25 07:10:00 PM,8.3656,40.509,8.3362,0.068,,,,
3559,10/10/25 07:15:00 PM,8.3656,40.509,8.3362,0.068,,,,
3560,10/10/25 07:20:00 PM,8.3656,40.509,8.3366,0.067,,,,
3561,10/10/25 07:25:00 PM,8.3656,40.509,8.3400,0.059,,,,
3562,10/10/25 07:30:00 PM,8.3680,40.509,8.3371,0.071,,,,
3563,10/10/25 07:35:00 PM,8.3680,40.509,8.3404,0.064,,,,
3564,10/10/25 07:40:00 PM,8.3703,40.509,8.3375,0.076,,,,
3565,10/10/25 07:45:00 PM,8.3680,40.509,8.3379,0.069,,,,
3566,10/10/25 07:50:00 PM,8.3672,40.321,8.3379,0.068,,,,
3567,10/10/25 07:55:00 PM,8.3695,40.321,8.3366,0.076,,,,
3568,10/10/25 08:00:00 PM,8.3672,40.321,8.3366,0.071,,,,
3569,10/10/25 08:05:00 PM,8.3672,40.321,8.3353,0.074,,,,
3570,10/10/25 08:10:00 PM,8.3672,40.321,8.3371,0.070,,,,
3571,10/10/25 08:15:00 PM,8.3672,40.321,8.3358,0.073,,,,
3572,10/10/25 08:20:00 PM,8.3672,40.321,8.3358,0.073,,,,
3573,10/10/25 08:25:00 PM,8.3672,40.321,8.3408,0.061,,,,
3574,10/10/25 08:30:00 PM,8.3695,40.321,8.3362,0.077,,,,
3575,10/10/25 08:35:00 PM,8.3719,40.321,8.3378,0.079,,,,
3576,10/10/25 08:40:00 PM,8.3695,40.321,8.3378,0.073,,,,
3577,10/10/25 08:45:00 PM,8.3695,40.321,8.3395,0.069,,,,
3578,10/10/25 08:50:00 PM,8.3672,40.321,8.3362,0.072,,,,
3579,10/10/25 08:55:00 PM,8.3672,40.321,8.3395,0.064,,,,
3580,10/10/25 09:00:00 PM,8.3672,40.321,8.3333,0.078,,,,
3581,10/10/25 09:05:00 PM,8.3695,40.321,8.3349,0.080,,,,
3582,10/10/25 09:10:00 PM,8.3695,40.321,8.3366,0.076,,,,
3583,10/10/25 09:15:00 PM,8.3719,40.321,8.3349,0.085,,,,
3584,10/10/25 09:20:00 PM,8.3719,40.321,8.3382,0.078,,,,
3585,10/10/25 09:25:00 PM,8.3719,40.321,8.3369,0.081,,,,
3586,10/10/25 09:30:00 PM,8.3719,40.321,8.3369,0.081,,,,
3587,10/10/25 09:35:00 PM,8.3719,40.321,8.3373,0.080,,,,
3588,10/10/25 09:40:00 PM,8.3719,40.321,8.3389,0.076,,,,
3589,10/10/25 09:45:00 PM,8.3719,40.321,8.3389,0.076,,,,
3590,10/10/25 09:50:00 PM,8.3719,40.321,8.3373,0.080,,,,
3591,10/10/25 09:55:00 PM,8.3719,40.321,8.3407,0.072,,,,
3592,10/10/25 10:00:00 PM,8.3719,40.321,8.3373,0.080,,,,
3593,10/10/25 10:05:00 PM,8.3695,40.321,8.3373,0.074,,,,
3594,10/10/25 10:10:00 PM,8.3695,40.321,8.3373,0.074,,,,
3595,10/10/25 10:15:00 PM,8.3695,40.321,8.3373,0.074,,,,
3596,10/10/25 10:20:00 PM,8.3690,40.134,8.3340,0.081,,,,
3597,10/10/25 10:25:00 PM,8.3672,40.321,8.3340,0.077,,,,
3598,10/10/25 10:30:00 PM,8.3672,40.321,8.3336,0.078,,,,
3599,10/10/25 10:35:00 PM,8.3649,40.321,8.3320,0.076,,,,
3600,10/10/25 10:40:00 PM,8.3649,40.321,8.3302,0.080,,,,
3601,10/10/25 10:45:00 PM,8.3649,40.321,8.3289,0.083,,,,
3602,10/10/25 10:50:00 PM,8.3649,40.321,8.3307,0.079,,,,
3603,10/10/25 10:55:00 PM,8.3649,40.321,8.3289,0.083,,,,
3604,10/10/25 11:00:00 PM,8.3649,40.321,8.3289,0.083,,,,
3605,10/10/25 11:05:00 PM,8.3649,40.321,8.3307,0.079,,,,
3606,10/10/25 11:10:00 PM,8.3603,40.321,8.3273,0.076,,,,
3607,10/10/25 11:15:00 PM,8.3603,40.321,8.3276,0.075,,,,
3608,10/10/25 11:20:00 PM,8.3603,40.321,8.3260,0.079,,,,
3609,10/10/25 11:25:00 PM,8.3603,40.321,8.3281,0.074,,,,
3610,10/10/25 11:30:00 PM,8.3579,40.321,8.3247,0.077,,,,
3611,10/10/25 11:35:00 PM,8.3579,40.321,8.3218,0.083,,,,
3612,10/10/25 11:40:00 PM,8.3603,40.321,8.3234,0.085,,,,
3613,10/10/25 11:45:00 PM,8.3579,40.321,8.3201,0.087,,,,
3614,10/10/25 11:50:00 PM,8.3579,40.321,8.3218,0.083,,,,
3615,10/10/25 11:55:00 PM,8.3556,40.321,8.3201,0.082,,,,
3616,10/11/25 12:00:00 AM,8.3556,40.321,8.3185,0.086,,,,
3617,10/11/25 12:05:00 AM,8.3533,40.321,8.3234,0.069,,,,
3618,10/11/25 12:10:00 AM,8.3533,40.321,8.3201,0.077,,,,
3619,10/11/25 12:15:00 AM,8.3533,40.321,8.3201,0.077,,,,
3620,10/11/25 12:20:00 AM,8.3556,40.321,8.3168,0.090,,,,
3621,10/11/25 12:25:00 AM,8.3556,40.321,8.3168,0.090,,,,
3622,10/11/25 12:30:00 AM,8.3533,40.321,8.3214,0.074,,,,
3623,10/11/25 12:35:00 AM,8.3510,40.321,8.3152,0.083,,,,
3624,10/11/25 12:40:00 AM,8.3533,40.321,8.3168,0.084,,,,
3625,10/11/25 12:45:00 AM,8.3533,40.321,8.3152,0.088,,,,
3626,10/11/25 12:50:00 AM,8.3510,40.321,8.3152,0.083,,,,
3627,10/11/25 12:55:00 AM,8.3510,40.321,8.3152,0.083,,,,
3628,10/11/25 01:00:00 AM,8.3487,40.321,8.3139,0.080,,,,
3629,10/11/25 01:05:00 AM,8.3510,40.321,8.3121,0.090,,,,
3630,10/11/25 01:10:00 AM,8.3463,40.321,8.3154,0.071,,,,
3631,10/11/25 01:15:00 AM,8.3487,40.321,8.3125,0.083,,,,
3632,10/11/25 01:20:00 AM,8.3463,40.321,8.3108,0.082,,,,
3633,10/11/25 01:25:00 AM,8.3487,40.321,8.3108,0.087,,,,
3634,10/11/25 01:30:00 AM,8.3440,40.321,8.3125,0.073,,,,
3635,10/11/25 01:35:00 AM,8.3433,40.134,8.3092,0.079,,,,
3636,10/11/25 01:40:00 AM,8.3433,40.134,8.3075,0.083,,,,
3637,10/11/25 01:45:00 AM,8.3433,40.134,8.3092,0.079,,,,
3638,10/11/25 01:50:00 AM,8.3458,40.134,8.3092,0.084,,,,
3639,10/11/25 01:55:00 AM,8.3458,40.134,8.3095,0.084,,,,
3640,10/11/25 02:00:00 AM,8.3433,40.134,8.3062,0.086,,,,
3641,10/11/25 02:05:00 AM,8.3458,40.134,8.3078,0.088,,,,
3642,10/11/25 02:10:00 AM,8.3433,40.134,8.3031,0.093,,,,
3643,10/11/25 02:15:00 AM,8.3458,40.134,8.3049,0.094,,,,
3644,10/11/25 02:20:00 AM,8.3433,40.134,8.3049,0.089,,,,
3645,10/11/25 02:25:00 AM,8.3433,40.134,8.3036,0.092,,,,
3646,10/11/25 02:30:00 AM,8.3433,40.134,8.3036,0.092,,,,
3647,10/11/25 02:35:00 AM,8.3433,40.134,8.3021,0.095,,,,
3648,10/11/25 02:40:00 AM,8.3458,40.134,8.3054,0.093,,,,
3649,10/11/25 02:45:00 AM,8.3458,40.134,8.3025,0.100,,,,
3650,10/11/25 02:50:00 AM,8.3433,40.134,8.3025,0.094,,,,
3651,10/11/25 02:55:00 AM,8.3433,40.134,8.3059,0.086,,,,
3652,10/11/25 03:00:00 AM,8.3433,40.134,8.3011,0.097,,,,
3653,10/11/25 03:05:00 AM,8.3410,40.134,8.3011,0.092,,,,
3654,10/11/25 03:10:00 AM,8.3410,40.134,8.3015,0.091,,,,
3655,10/11/25 03:15:00 AM,8.3410,40.134,8.3049,0.083,,,,
3656,10/11/25 03:20:00 AM,8.3410,40.134,8.3018,0.090,,,,
3657,10/11/25 03:25:00 AM,8.3410,40.134,8.3034,0.087,,,,
3658,10/11/25 03:30:00 AM,8.3410,40.134,8.3034,0.087,,,,
3659,10/11/25 03:35:00 AM,8.3410,40.134,8.3037,0.086,,,,
3660,10/11/25 03:40:00 AM,8.3387,40.134,8.3004,0.088,,,,
3661,10/11/25 03:45:00 AM,8.3433,40.134,8.3004,0.099,,,,
3662,10/11/25 03:50:00 AM,8.3433,40.134,8.3007,0.098,,,,
3663,10/11/25 03:55:00 AM,8.3410,40.134,8.2991,0.097,,,,
3664,10/11/25 04:00:00 AM,8.3410,40.134,8.3007,0.093,,,,
3665,10/11/25 04:05:00 AM,8.3410,40.134,8.3007,0.093,,,,
3666,10/11/25 04:10:00 AM,8.3410,40.134,8.3024,0.089,,,,
3667,10/11/25 04:15:00 AM,8.3410,40.134,8.3027,0.088,,,,
3668,10/11/25 04:20:00 AM,8.3410,40.134,8.3043,0.085,,,,
3669,10/11/25 04:25:00 AM,8.3410,40.134,8.3027,0.088,,,,
3670,10/11/25 04:30:00 AM,8.3433,40.134,8.3027,0.094,,,,
3671,10/11/25 04:35:00 AM,8.3410,40.134,8.3027,0.088,,,,
3672,10/11/25 04:40:00 AM,8.3410,40.134,8.3012,0.092,,,,
3673,10/11/25 04:45:00 AM,8.3410,40.134,8.3030,0.088,,,,
3674,10/11/25 04:50:00 AM,8.3410,40.134,8.3030,0.088,,,,
3675,10/11/25 04:55:00 AM,8.3410,40.134,8.3012,0.092,,,,
3676,10/11/25 05:00:00 AM,8.3410,40.134,8.3030,0.088,,,,
3677,10/11/25 05:05:00 AM,8.3404,39.947,8.3046,0.083,,,,
3678,10/11/25 05:10:00 AM,8.3410,40.134,8.3030,0.088,,,,
3679,10/11/25 05:15:00 AM,8.3404,39.947,8.3046,0.083,,,,
3680,10/11/25 05:20:00 AM,8.3427,39.947,8.3063,0.084,,,,
3681,10/11/25 05:25:00 AM,8.3450,39.947,8.3063,0.089,,,,
3682,10/11/25 05:30:00 AM,8.3450,39.947,8.3079,0.086,,,,
3683,10/11/25 05:35:00 AM,8.3450,39.947,8.3063,0.089,,,,
3684,10/11/25 05:40:00 AM,8.3450,39.947,8.3046,0.093,,,,
3685,10/11/25 05:45:00 AM,8.3450,39.947,8.3046,0.093,,,,
3686,10/11/25 05:50:00 AM,8.3474,39.947,8.3079,0.091,,,,
3687,10/11/25 05:55:00 AM,8.3450,39.947,8.3079,0.086,,,,
3688,10/11/25 06:00:00 AM,8.3474,39.947,8.3063,0.095,,,,
3689,10/11/25 06:05:00 AM,8.3474,39.947,8.3079,0.091,,,,
3690,10/11/25 06:10:00 AM,8.3474,39.947,8.3079,0.091,,,,
3691,10/11/25 06:15:00 AM,8.3497,39.947,8.3096,0.092,,,,
3692,10/11/25 06:20:00 AM,8.3497,39.947,8.3094,0.093,,,,
3693,10/11/25 06:25:00 AM,8.3474,39.947,8.3091,0.088,,,,
3694,10/11/25 06:30:00 AM,8.3497,39.947,8.3118,0.087,,,,
3695,10/11/25 06:35:00 AM,8.3497,39.947,8.3141,0.082,,,,
3696,10/11/25 06:40:00 AM,8.3497,39.947,8.3149,0.080,,,,
3697,10/11/25 06:45:00 AM,8.3474,39.947,8.3168,0.071,,,,
3698,10/11/25 06:50:00 AM,8.3474,39.947,8.3215,0.060,,,,
3699,10/11/25 06:55:00 AM,8.3520,39.947,8.3233,0.066,,,,
3700,10/11/25 07:00:00 AM,8.3520,39.947,8.3278,0.056,,,,
3701,10/11/25 07:05:00 AM,8.3520,39.947,8.3272,0.057,,,,
3702,10/11/25 07:10:00 AM,8.3527,40.134,8.3298,0.053,,,,
3703,10/11/25 07:15:00 AM,8.3550,40.134,8.3323,0.053,,,,
3704,10/11/25 07:20:00 AM,8.3527,40.134,8.3363,0.038,,,,
3705,10/11/25 07:25:00 AM,8.3527,40.134,8.3342,0.043,,,,
3706,10/11/25 07:30:00 AM,8.3527,40.134,8.3379,0.034,,,,
3707,10/11/25 07:35:00 AM,8.3550,40.134,8.3384,0.038,,,,
3708,10/11/25 07:40:00 AM,8.3550,40.134,8.3410,0.032,,,,
3709,10/11/25 07:45:00 AM,8.3574,40.134,8.3401,0.040,,,,
3710,10/11/25 07:50:00 AM,8.3574,40.134,8.3432,0.033,,,,
3711,10/11/25 07:55:00 AM,8.3574,40.134,8.3429,0.033,,,,
3712,10/11/25 08:00:00 AM,8.3550,40.134,8.3449,0.023,,,,
3713,10/11/25 08:05:00 AM,8.3574,40.134,8.3446,0.029,,,,
3714,10/11/25 08:10:00 AM,8.3579,40.321,8.3432,0.034,,,,
3715,10/11/25 08:15:00 AM,8.3579,40.321,8.3462,0.027,,,,
3716,10/11/25 08:20:00 AM,8.3556,40.321,8.3447,0.025,,,,
3717,10/11/25 08:25:00 AM,8.3579,40.321,8.3484,0.022,,,,
3718,10/11/25 08:30:00 AM,8.3579,40.321,8.3469,0.025,,,,
3719,10/11/25 08:35:00 AM,8.3579,40.321,8.3465,0.026,,,,
3720,10/11/25 08:40:00 AM,8.3579,40.321,8.3484,0.022,,,,
3721,10/11/25 08:45:00 AM,8.3579,40.321,8.3469,0.025,,,,
3722,10/11/25 08:50:00 AM,8.3556,40.321,8.3471,0.020,,,,
3723,10/11/25 08:55:00 AM,8.3603,40.321,8.3479,0.028,,,,
3724,10/11/25 09:00:00 AM,8.3579,40.321,8.3490,0.021,,,,
3725,10/11/25 09:05:00 AM,8.3579,40.321,8.3491,0.020,,,,
3726,10/11/25 09:10:00 AM,8.3563,40.509,8.3484,0.018,,,,
3727,10/11/25 09:15:00 AM,8.3587,40.509,8.3475,0.026,,,,
3728,10/11/25 09:20:00 AM,8.3587,40.509,8.3442,0.033,,,,
3729,10/11/25 09:25:00 AM,8.3587,40.509,8.3476,0.025,,,,
3730,10/11/25 09:30:00 AM,8.3563,40.509,8.3469,0.022,,,,
3731,10/11/25 09:35:00 AM,8.3563,40.509,8.3462,0.023,,,,
3732,10/11/25 09:40:00 AM,8.3563,40.509,8.3462,0.023,,,,
3733,10/11/25 09:45:00 AM,8.3563,40.509,8.3437,0.029,,,,
3734,10/11/25 09:50:00 AM,8.3540,40.509,8.3439,0.023,,,,
3735,10/11/25 09:55:00 AM,8.3540,40.509,8.3430,0.025,,,,
3736,10/11/25 10:00:00 AM,8.3540,40.509,8.3405,0.031,,,,
3737,10/11/25 10:05:00 AM,8.3517,40.509,8.3432,0.020,,,,
3738,10/11/25 10:10:00 AM,8.3540,40.509,8.3398,0.033,,,,
3739,10/11/25 10:15:00 AM,8.3517,40.509,8.3407,0.025,,,,
3740,10/11/25 10:20:00 AM,8.3517,40.509,8.3423,0.022,,,,
3741,10/11/25 10:25:00 AM,8.3517,40.509,8.3407,0.025,,,,
3742,10/11/25 10:30:00 AM,8.3517,40.509,8.3407,0.025,,,,
3743,10/11/25 10:35:00 AM,8.3494,40.509,8.3407,0.020,,,,
3744,10/11/25 10:40:00 AM,8.3494,40.509,8.3416,0.018,,,,
3745,10/11/25 10:45:00 AM,8.3500,40.696,8.3382,0.027,,,,
3746,10/11/25 10:50:00 AM,8.3476,40.696,8.3424,0.012,,,,
3747,10/11/25 10:55:00 AM,8.3500,40.696,8.3407,0.021,,,,
3748,10/11/25 11:00:00 AM,8.3500,40.696,8.3398,0.023,,,,
3749,10/11/25 11:05:00 AM,8.3500,40.696,8.3416,0.019,,,,
3750,10/11/25 11:10:00 AM,8.3476,40.696,8.3398,0.018,,,,
3751,10/11/25 11:15:00 AM,8.3500,40.696,8.3398,0.023,,,,
3752,10/11/25 11:20:00 AM,8.3500,40.696,8.3391,0.025,,,,
3753,10/11/25 11:25:00 AM,8.3500,40.696,8.3407,0.021,,,,
3754,10/11/25 11:30:00 AM,8.3500,40.696,8.3400,0.023,,,,
3755,10/11/25 11:35:00 AM,8.3523,40.696,8.3416,0.025,,,,
3756,10/11/25 11:40:00 AM,8.3476,40.696,8.3391,0.020,,,,
3757,10/11/25 11:45:00 AM,8.3476,40.696,8.3373,0.024,,,,
3758,10/11/25 11:50:00 AM,8.3500,40.696,8.3366,0.031,,,,
3759,10/11/25 11:55:00 AM,8.3500,40.696,8.3358,0.033,,,,
3760,10/11/25 12:00:00 PM,8.3453,40.696,8.3307,0.034,,,,
3761,10/11/25 12:05:00 PM,8.3476,40.696,8.3366,0.025,,,,
3762,10/11/25 12:10:00 PM,8.3453,40.696,8.3358,0.022,,,,
3763,10/11/25 12:15:00 PM,8.3453,40.696,8.3340,0.026,,,,
3764,10/11/25 12:20:00 PM,8.3453,40.696,8.3349,0.024,,,,
3765,10/11/25 12:25:00 PM,8.3430,40.696,8.3324,0.024,,,,
3766,10/11/25 12:30:00 PM,8.3459,40.881,8.3340,0.027,,,,
3767,10/11/25 12:35:00 PM,8.3453,40.696,8.3315,0.032,,,,
3768,10/11/25 12:40:00 PM,8.3413,40.881,8.3307,0.024,,,,
3769,10/11/25 12:45:00 PM,8.3389,40.881,8.3282,0.025,,,,
3770,10/11/25 12:50:00 PM,8.3436,40.881,8.3323,0.026,,,,
3771,10/11/25 12:55:00 PM,8.3436,40.881,8.3331,0.024,,,,
3772,10/11/25 01:00:00 PM,8.3413,40.881,8.3298,0.026,,,,
3773,10/11/25 01:05:00 PM,8.3436,40.881,8.3307,0.030,,,,
3774,10/11/25 01:10:00 PM,8.3413,40.881,8.3314,0.023,,,,
3775,10/11/25 01:15:00 PM,8.3389,40.881,8.3314,0.017,,,,
3776,10/11/25 01:20:00 PM,8.3413,40.881,8.3323,0.021,,,,
3777,10/11/25 01:25:00 PM,8.3389,40.881,8.3323,0.015,,,,
3778,10/11/25 01:30:00 PM,8.3389,40.881,8.3314,0.017,,,,
3779,10/11/25 01:35:00 PM,8.3413,40.881,8.3314,0.023,,,,
3780,10/11/25 01:40:00 PM,8.3413,40.881,8.3314,0.023,,,,
3781,10/11/25 01:45:00 PM,8.3413,40.881,8.3321,0.021,,,,
3782,10/11/25 01:50:00 PM,8.3413,40.881,8.3321,0.021,,,,
3783,10/11/25 01:55:00 PM,8.3413,40.881,8.3321,0.021,,,,
3784,10/11/25 02:00:00 PM,8.3413,40.881,8.3288,0.029,,,,
3785,10/11/25 02:05:00 PM,8.3413,40.881,8.3330,0.019,,,,
3786,10/11/25 02:10:00 PM,8.3413,40.881,8.3305,0.025,,,,
3787,10/11/25 02:15:00 PM,8.3389,40.881,8.3305,0.019,,,,
3788,10/11/25 02:20:00 PM,8.3389,40.881,8.3305,0.019,,,,
3789,10/11/25 02:25:00 PM,8.3389,40.881,8.3288,0.023,,,,
3790,10/11/25 02:30:00 PM,8.3389,40.881,8.3263,0.029,,,,
3791,10/11/25 02:35:00 PM,8.3366,40.881,8.3263,0.024,,,,
3792,10/11/25 02:40:00 PM,8.3373,41.067,8.3272,0.023,,,,
3793,10/11/25 02:45:00 PM,8.3397,41.067,8.3272,0.029,,,,
3794,10/11/25 02:50:00 PM,8.3373,41.067,8.3263,0.025,,,,
3795,10/11/25 02:55:00 PM,8.3373,41.067,8.3256,0.027,,,,
3796,10/11/25 03:00:00 PM,8.3373,41.067,8.3273,0.023,,,,
3797,10/11/25 03:05:00 PM,8.3373,41.067,8.3282,0.021,,,,
3798,10/11/25 03:10:00 PM,8.3373,41.067,8.3249,0.029,,,,
3799,10/11/25 03:15:00 PM,8.3373,41.067,8.3240,0.031,,,,
3800,10/11/25 03:20:00 PM,8.3350,41.067,8.3249,0.023,,,,
3801,10/11/25 03:25:00 PM,8.3373,41.067,8.3256,0.027,,,,
3802,10/11/25 03:30:00 PM,8.3350,41.067,8.3265,0.020,,,,
3803,10/11/25 03:35:00 PM,8.3373,41.067,8.3256,0.027,,,,
3804,10/11/25 03:40:00 PM,8.3373,41.067,8.3256,0.027,,,,
3805,10/11/25 03:45:00 PM,8.3327,41.067,8.3240,0.020,,,,
3806,10/11/25 03:50:00 PM,8.3373,41.067,8.3239,0.031,,,,
3807,10/11/25 03:55:00 PM,8.3373,41.067,8.3256,0.027,,,,
3808,10/11/25 04:00:00 PM,8.3350,41.067,8.3221,0.030,,,,
3809,10/11/25 04:05:00 PM,8.3373,41.067,8.3255,0.027,,,,
3810,10/11/25 04:10:00 PM,8.3373,41.067,8.3244,0.030,,,,
3811,10/11/25 04:15:00 PM,8.3373,41.067,8.3243,0.030,,,,
3812,10/11/25 04:20:00 PM,8.3373,41.067,8.3250,0.028,,,,
3813,10/11/25 04:25:00 PM,8.3389,40.881,8.3249,0.032,,,,
3814,10/11/25 04:30:00 PM,8.3373,41.067,8.3237,0.031,,,,
3815,10/11/25 04:35:00 PM,8.3389,40.881,8.3227,0.037,,,,
3816,10/11/25 04:40:00 PM,8.3366,40.881,8.3240,0.029,,,,
3817,10/11/25 04:45:00 PM,8.3389,40.881,8.3226,0.038,,,,
3818,10/11/25 04:50:00 PM,8.3366,40.881,8.3211,0.036,,,,
3819,10/11/25 04:55:00 PM,8.3389,40.881,8.3211,0.041,,,,
3820,10/11/25 05:00:00 PM,8.3389,40.881,8.3221,0.039,,,,
3821,10/11/25 05:05:00 PM,8.3389,40.881,8.3231,0.036,,,,
3822,10/11/25 05:10:00 PM,8.3366,40.881,8.3189,0.041,,,,
3823,10/11/25 05:15:00 PM,8.3413,40.881,8.3192,0.051,,,,
3824,10/11/25 05:20:00 PM,8.3389,40.881,8.3210,0.041,,,,
3825,10/11/25 05:25:00 PM,8.3389,40.881,8.3195,0.045,,,,
3826,10/11/25 05:30:00 PM,8.3389,40.881,8.3179,0.049,,,,
3827,10/11/25 05:35:00 PM,8.3413,40.881,8.3163,0.058,,,,
3828,10/11/25 05:40:00 PM,8.3389,40.881,8.3157,0.054,,,,
3829,10/11/25 05:45:00 PM,8.3389,40.881,8.3134,0.059,,,,
3830,10/11/25 05:50:00 PM,8.3413,40.881,8.3162,0.058,,,,
3831,10/11/25 05:55:00 PM,8.3436,40.881,8.3140,0.068,,,,
3832,10/11/25 06:00:00 PM,8.3407,40.696,8.3144,0.061,,,,
3833,10/11/25 06:05:00 PM,8.3430,40.696,8.3168,0.061,,,,
3834,10/11/25 06:10:00 PM,8.3407,40.696,8.3139,0.062,,,,
3835,10/11/25 06:15:00 PM,8.3430,40.696,8.3144,0.066,,,,
3836,10/11/25 06:20:00 PM,8.3453,40.696,8.3166,0.066,,,,
3837,10/11/25 06:25:00 PM,8.3453,40.696,8.3137,0.073,,,,
3838,10/11/25 06:30:00 PM,8.3453,40.696,8.3154,0.069,,,,
3839,10/11/25 06:35:00 PM,8.3476,40.696,8.3143,0.077,,,,
3840,10/11/25 06:40:00 PM,8.3453,40.696,8.3181,0.063,,,,
3841,10/11/25 06:45:00 PM,8.3453,40.696,8.3169,0.066,,,,
3842,10/11/25 06:50:00 PM,8.3453,40.696,8.3157,0.068,,,,
3843,10/11/25 06:55:00 PM,8.3453,40.696,8.3146,0.071,,,,
3844,10/11/25 07:00:00 PM,8.3476,40.696,8.3162,0.073,,,,
3845,10/11/25 07:05:00 PM,8.3500,40.696,8.3183,0.073,,,,
3846,10/11/25 07:10:00 PM,8.3500,40.696,8.3188,0.072,,,,
3847,10/11/25 07:15:00 PM,8.3523,40.696,8.3176,0.080,,,,
3848,10/11/25 07:20:00 PM,8.3500,40.696,8.3147,0.081,,,,
3849,10/11/25 07:25:00 PM,8.3500,40.696,8.3152,0.080,,,,
3850,10/11/25 07:30:00 PM,8.3500,40.696,8.3140,0.083,,,,
3851,10/11/25 07:35:00 PM,8.3523,40.696,8.3156,0.085,,,,
3852,10/11/25 07:40:00 PM,8.3500,40.696,8.3144,0.082,,,,
3853,10/11/25 07:45:00 PM,8.3500,40.696,8.3160,0.078,,,,
3854,10/11/25 07:50:00 PM,8.3523,40.696,8.3149,0.086,,,,
3855,10/11/25 07:55:00 PM,8.3523,40.696,8.3166,0.082,,,,
3856,10/11/25 08:00:00 PM,8.3523,40.696,8.3166,0.082,,,,
3857,10/11/25 08:05:00 PM,8.3546,40.696,8.3182,0.084,,,,
