"Título de trazado: P02"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 22003743, SEN S/N: 22003743)","Lluvia, mm (LGR S/N: 22003743, SEN S/N: 22003743)","Total acumulativo: Lluvia, mm (LGR S/N: 22003743)","Host conectado (LGR S/N: 22003743)","Acoplador separado (LGR S/N: 22003743)","Batería mala (LGR S/N: 22003743)","Acoplador adjunto (LGR S/N: 22003743)","Final de archivo (LGR S/N: 22003743)"
8594,09/20/25 06:23:30 AM,-0.437,,,,,,,
8595,09/20/25 06:28:30 AM,-0.213,,,,,,,
8596,09/20/25 06:33:30 AM,0.010,,,,,,,
8597,09/20/25 06:38:30 AM,0.784,,,,,,,
8598,09/20/25 06:43:30 AM,1.656,,,,,,,
8599,09/20/25 06:48:30 AM,2.410,,,,,,,
8600,09/20/25 06:53:30 AM,2.837,,,,,,,
8601,09/20/25 06:58:30 AM,3.155,,,,,,,
8602,09/20/25 07:03:30 AM,3.367,,,,,,,
8603,09/20/25 07:08:30 AM,3.578,,,,,,,
8604,09/20/25 07:13:30 AM,3.788,,,,,,,
8605,09/20/25 07:18:30 AM,3.893,,,,,,,
8606,09/20/25 07:23:30 AM,3.998,,,,,,,
8607,09/20/25 07:28:30 AM,4.207,,,,,,,
8608,09/20/25 07:33:30 AM,4.519,,,,,,,
8609,09/20/25 07:38:30 AM,4.727,,,,,,,
8610,09/20/25 07:43:30 AM,4.934,,,,,,,
8611,09/20/25 07:48:30 AM,5.141,,,,,,,
8612,09/20/25 07:53:30 AM,5.552,,,,,,,
8613,09/20/25 07:58:30 AM,5.962,,,,,,,
8614,09/20/25 08:03:30 AM,6.268,,,,,,,
8615,09/20/25 08:08:30 AM,6.573,,,,,,,
8616,09/20/25 08:13:30 AM,6.775,,,,,,,
8617,09/20/25 08:18:30 AM,6.877,,,,,,,
8618,09/20/25 08:23:30 AM,7.079,,,,,,,
8619,09/20/25 08:28:30 AM,7.179,,,,,,,
8620,09/20/25 08:33:30 AM,7.381,,,,,,,
8621,09/20/25 08:38:30 AM,7.381,,,,,,,
8622,09/20/25 08:43:30 AM,7.481,,,,,,,
8623,09/20/25 08:48:30 AM,7.682,,,,,,,
8624,09/20/25 08:53:30 AM,7.782,,,,,,,
8625,09/20/25 08:58:30 AM,7.682,,,,,,,
8626,09/20/25 09:03:30 AM,7.882,,,,,,,
8627,09/20/25 09:08:30 AM,8.182,,,,,,,
8628,09/20/25 09:13:30 AM,8.182,,,,,,,
8629,09/20/25 09:18:30 AM,8.282,,,,,,,
8630,09/20/25 09:23:30 AM,8.282,,,,,,,
8631,09/20/25 09:28:30 AM,8.382,,,,,,,
8632,09/20/25 09:33:30 AM,8.481,,,,,,,
8633,09/20/25 09:38:30 AM,8.779,,,,,,,
8634,09/20/25 09:43:30 AM,8.978,,,,,,,
8635,09/20/25 09:48:30 AM,9.077,,,,,,,
8636,09/20/25 09:53:30 AM,9.077,,,,,,,
8637,09/20/25 09:58:30 AM,9.176,,,,,,,
8638,09/20/25 10:03:30 AM,9.472,,,,,,,
8639,09/20/25 10:08:30 AM,9.669,,,,,,,
8640,09/20/25 10:13:30 AM,9.768,,,,,,,
8641,09/20/25 10:18:30 AM,9.965,,,,,,,
8642,09/20/25 10:23:30 AM,9.965,,,,,,,
8643,09/20/25 10:28:30 AM,9.768,,,,,,,
8644,09/20/25 10:33:30 AM,9.965,,,,,,,
8645,09/20/25 10:38:30 AM,10.259,,,,,,,
8646,09/20/25 10:43:30 AM,10.259,,,,,,,
8647,09/20/25 10:48:30 AM,10.161,,,,,,,
8648,09/20/25 10:53:30 AM,10.357,,,,,,,
8649,09/20/25 10:58:30 AM,10.553,,,,,,,
8650,09/20/25 11:03:30 AM,10.748,,,,,,,
8651,09/20/25 11:08:30 AM,10.944,,,,,,,
8652,09/20/25 11:13:30 AM,11.139,,,,,,,
8653,09/20/25 11:18:30 AM,11.041,,,,,,,
8654,09/20/25 11:23:30 AM,11.625,,,,,,,
8655,09/20/25 11:28:30 AM,12.304,,,,,,,
8656,09/20/25 11:33:30 AM,12.304,,,,,,,
8657,09/20/25 11:38:30 AM,12.013,,,,,,,
8658,09/20/25 11:43:30 AM,11.528,,,,,,,
8659,09/20/25 11:48:30 AM,11.625,,,,,,,
8660,09/20/25 11:53:30 AM,11.916,,,,,,,
8661,09/20/25 11:58:30 AM,12.401,,,,,,,
8662,09/20/25 12:03:30 PM,12.883,,,,,,,
8663,09/20/25 12:08:30 PM,13.173,,,,,,,
8664,09/20/25 12:13:30 PM,12.690,,,,,,,
8665,09/20/25 12:18:30 PM,13.173,,,,,,,
8666,09/20/25 12:23:30 PM,12.980,,,,,,,
8667,09/20/25 12:28:30 PM,11.916,,,,,,,
8668,09/20/25 12:33:30 PM,12.013,,,,,,,
8669,09/20/25 12:38:30 PM,11.916,,,,,,,
8670,09/20/25 12:43:30 PM,11.528,,,,,,,
8671,09/20/25 12:48:30 PM,11.722,,,,,,,
8672,09/20/25 12:53:30 PM,11.528,,,,,,,
8673,09/20/25 12:58:30 PM,11.625,,,,,,,
8674,09/20/25 01:03:30 PM,11.625,,,,,,,
8675,09/20/25 01:08:30 PM,11.625,,,,,,,
8676,09/20/25 01:13:30 PM,11.625,,,,,,,
8677,09/20/25 01:18:30 PM,11.431,,,,,,,
8678,09/20/25 01:23:30 PM,11.528,,,,,,,
8679,09/20/25 01:28:30 PM,11.722,,,,,,,
8680,09/20/25 01:33:30 PM,11.625,,,,,,,
8681,09/20/25 01:38:30 PM,11.334,,,,,,,
8682,09/20/25 01:43:30 PM,11.431,,,,,,,
8683,09/20/25 01:48:30 PM,11.334,,,,,,,
8684,09/20/25 01:53:30 PM,11.431,,,,,,,
8685,09/20/25 01:58:30 PM,11.916,,,,,,,
8686,09/20/25 02:03:30 PM,12.013,,,,,,,
8687,09/20/25 02:08:30 PM,11.625,,,,,,,
8688,09/20/25 02:13:30 PM,12.013,,,,,,,
8689,09/20/25 02:18:30 PM,11.819,,,,,,,
8690,09/20/25 02:23:30 PM,11.431,,,,,,,
8691,09/20/25 02:28:30 PM,11.528,,,,,,,
8692,09/20/25 02:33:30 PM,11.625,,,,,,,
8693,09/20/25 02:38:30 PM,11.625,,,,,,,
8694,09/20/25 02:43:30 PM,11.041,,,,,,,
8695,09/20/25 02:48:30 PM,11.041,,,,,,,
8696,09/20/25 02:53:30 PM,10.651,,,,,,,
8697,09/20/25 02:58:30 PM,10.944,,,,,,,
8698,09/20/25 03:03:30 PM,10.944,,,,,,,
8699,09/20/25 03:08:30 PM,10.748,,,,,,,
8700,09/20/25 03:13:30 PM,10.651,,,,,,,
8701,09/20/25 03:18:30 PM,10.651,,,,,,,
8702,09/20/25 03:23:30 PM,10.553,,,,,,,
8703,09/20/25 03:28:30 PM,10.259,,,,,,,
8704,09/20/25 03:33:30 PM,10.259,,,,,,,
8705,09/20/25 03:38:30 PM,9.866,,,,,,,
8706,09/20/25 03:43:30 PM,9.866,,,,,,,
8707,09/20/25 03:48:30 PM,9.571,,,,,,,
8708,09/20/25 03:53:30 PM,9.571,,,,,,,
8709,09/20/25 03:58:30 PM,9.373,,,,,,,
8710,09/20/25 04:03:30 PM,9.176,,,,,,,
8711,09/20/25 04:08:30 PM,8.978,,,,,,,
8712,09/20/25 04:13:30 PM,8.680,,,,,,,
8713,09/20/25 04:18:30 PM,8.581,,,,,,,
8714,09/20/25 04:23:30 PM,8.382,,,,,,,
8715,09/20/25 04:28:30 PM,8.282,,,,,,,
8716,09/20/25 04:33:30 PM,8.082,,,,,,,
8717,09/20/25 04:38:30 PM,7.983,,,,,,,
8718,09/20/25 04:43:30 PM,7.682,,,,,,,
8719,09/20/25 04:48:30 PM,7.582,,,,,,,
8720,09/20/25 04:53:30 PM,7.481,,,,,,,
8721,09/20/25 04:58:30 PM,7.179,,,,,,,
8722,09/20/25 05:03:30 PM,6.877,,,,,,,
8723,09/20/25 05:08:30 PM,6.573,,,,,,,
8724,09/20/25 05:13:30 PM,6.064,,,,,,,
8725,09/20/25 05:18:30 PM,5.655,,,,,,,
8726,09/20/25 05:23:30 PM,5.347,,,,,,,
8727,09/20/25 05:28:30 PM,5.037,,,,,,,
8728,09/20/25 05:33:30 PM,4.623,,,,,,,
8729,09/20/25 05:38:30 PM,4.415,,,,,,,
8730,09/20/25 05:43:30 PM,4.207,,,,,,,
8731,09/20/25 05:48:30 PM,3.998,,,,,,,
8732,09/20/25 05:53:30 PM,3.893,,,,,,,
8733,09/20/25 05:58:30 PM,3.683,,,,,,,
8734,09/20/25 06:03:30 PM,3.578,,,,,,,
8735,09/20/25 06:08:30 PM,3.472,,,,,,,
8736,09/20/25 06:13:30 PM,3.472,,,,,,,
8737,09/20/25 06:18:30 PM,3.472,,,,,,,
8738,09/20/25 06:23:30 PM,3.472,,,,,,,
8739,09/20/25 06:28:30 PM,3.367,,,,,,,
8740,09/20/25 06:33:30 PM,3.261,,,,,,,
8741,09/20/25 06:38:30 PM,3.049,,,,,,,
8742,09/20/25 06:43:30 PM,2.943,,,,,,,
8743,09/20/25 06:48:30 PM,2.837,,,,,,,
8744,09/20/25 06:53:30 PM,2.624,,,,,,,
8745,09/20/25 06:58:30 PM,2.410,,,,,,,
8746,09/20/25 07:03:30 PM,2.410,,,,,,,
8747,09/20/25 07:08:30 PM,2.410,,,,,,,
8748,09/20/25 07:13:30 PM,2.195,,,,,,,
8749,09/20/25 07:18:30 PM,2.195,,,,,,,
8750,09/20/25 07:23:30 PM,1.980,,,,,,,
8751,09/20/25 07:28:30 PM,1.764,,,,,,,
8752,09/20/25 07:33:30 PM,1.548,,,,,,,
8753,09/20/25 07:38:30 PM,1.548,,,,,,,
8754,09/20/25 07:43:30 PM,1.439,,,,,,,
8755,09/20/25 07:48:30 PM,1.439,,,,,,,
8756,09/20/25 07:53:30 PM,1.548,,,,,,,
8757,09/20/25 07:58:30 PM,1.439,,,,,,,
8758,09/20/25 08:03:30 PM,1.221,,,,,,,
8759,09/20/25 08:08:30 PM,1.112,,,,,,,
8760,09/20/25 08:13:30 PM,1.112,,,,,,,
8761,09/20/25 08:18:30 PM,1.221,,,,,,,
8762,09/20/25 08:23:30 PM,1.112,,,,,,,
8763,09/20/25 08:28:30 PM,1.221,,,,,,,
8764,09/20/25 08:33:30 PM,1.112,,,,,,,
8765,09/20/25 08:38:30 PM,1.003,,,,,,,
8766,09/20/25 08:43:30 PM,1.112,,,,,,,
8767,09/20/25 08:48:30 PM,0.893,,,,,,,
8768,09/20/25 08:53:30 PM,0.784,,,,,,,
8769,09/20/25 08:58:30 PM,0.563,,,,,,,
8770,09/20/25 09:03:30 PM,0.453,,,,,,,
8771,09/20/25 09:08:30 PM,0.563,,,,,,,
8772,09/20/25 09:13:30 PM,0.674,,,,,,,
8773,09/20/25 09:18:30 PM,1.003,,,,,,,
8774,09/20/25 09:23:30 PM,1.330,,,,,,,
8775,09/20/25 09:28:30 PM,1.439,,,,,,,
8776,09/20/25 09:33:30 PM,1.330,,,,,,,
8777,09/20/25 09:38:30 PM,1.330,,,,,,,
8778,09/20/25 09:43:30 PM,1.439,,,,,,,
8779,09/20/25 09:48:30 PM,1.439,,,,,,,
8780,09/20/25 09:53:30 PM,1.330,,,,,,,
8781,09/20/25 09:58:30 PM,1.439,,,,,,,
8782,09/20/25 10:03:30 PM,1.330,,,,,,,
8783,09/20/25 10:08:30 PM,1.112,,,,,,,
8784,09/20/25 10:13:30 PM,1.112,,,,,,,
8785,09/20/25 10:18:30 PM,1.112,,,,,,,
8786,09/20/25 10:23:30 PM,1.112,,,,,,,
8787,09/20/25 10:28:30 PM,0.893,,,,,,,
8788,09/20/25 10:33:30 PM,0.784,,,,,,,
8789,09/20/25 10:38:30 PM,0.893,,,,,,,
8790,09/20/25 10:43:30 PM,0.784,,,,,,,
8791,09/20/25 10:48:30 PM,0.674,,,,,,,
8792,09/20/25 10:53:30 PM,0.674,,,,,,,
8793,09/20/25 10:58:30 PM,0.674,,,,,,,
8794,09/20/25 11:03:30 PM,0.674,,,,,,,
8795,09/20/25 11:08:30 PM,0.784,,,,,,,
8796,09/20/25 11:13:30 PM,0.674,,,,,,,
8797,09/20/25 11:18:30 PM,0.784,,,,,,,
8798,09/20/25 11:23:30 PM,0.893,,,,,,,
8799,09/20/25 11:28:30 PM,0.893,,,,,,,
8800,09/20/25 11:33:30 PM,0.674,,,,,,,
8801,09/20/25 11:38:30 PM,0.674,,,,,,,
8802,09/20/25 11:43:30 PM,0.784,,,,,,,
8803,09/20/25 11:48:30 PM,0.674,,,,,,,
8804,09/20/25 11:53:30 PM,0.563,,,,,,,
8805,09/20/25 11:58:30 PM,0.121,,,,,,,
8806,09/21/25 12:00:00 AM,,,0.0,,,,,
8807,09/21/25 12:03:30 AM,0.010,,,,,,,
8808,09/21/25 12:08:30 AM,0.121,,,,,,,
8809,09/21/25 12:13:30 AM,0.121,,,,,,,
8810,09/21/25 12:18:30 AM,0.121,,,,,,,
8811,09/21/25 12:23:30 AM,0.232,,,,,,,
8812,09/21/25 12:28:30 AM,0.232,,,,,,,
8813,09/21/25 12:33:30 AM,0.343,,,,,,,
8814,09/21/25 12:38:30 AM,0.343,,,,,,,
8815,09/21/25 12:43:30 AM,0.232,,,,,,,
8816,09/21/25 12:48:30 AM,0.232,,,,,,,
8817,09/21/25 12:53:30 AM,0.343,,,,,,,
8818,09/21/25 12:58:30 AM,0.343,,,,,,,
8819,09/21/25 01:03:30 AM,0.453,,,,,,,
8820,09/21/25 01:08:30 AM,0.674,,,,,,,
8821,09/21/25 01:13:30 AM,0.563,,,,,,,
8822,09/21/25 01:18:30 AM,0.343,,,,,,,
8823,09/21/25 01:23:30 AM,0.121,,,,,,,
8824,09/21/25 01:28:30 AM,-0.102,,,,,,,
8825,09/21/25 01:33:30 AM,-0.325,,,,,,,
8826,09/21/25 01:38:30 AM,-0.437,,,,,,,
8827,09/21/25 01:43:30 AM,-0.549,,,,,,,
8828,09/21/25 01:48:30 AM,-0.549,,,,,,,
8829,09/21/25 01:53:30 AM,-0.437,,,,,,,
8830,09/21/25 01:58:30 AM,-0.437,,,,,,,
8831,09/21/25 02:03:30 AM,-0.437,,,,,,,
8832,09/21/25 02:08:30 AM,-0.325,,,,,,,
8833,09/21/25 02:13:30 AM,-0.213,,,,,,,
8834,09/21/25 02:18:30 AM,0.010,,,,,,,
8835,09/21/25 02:23:30 AM,-0.102,,,,,,,
8836,09/21/25 02:28:30 AM,-0.102,,,,,,,
8837,09/21/25 02:33:30 AM,0.010,,,,,,,
8838,09/21/25 02:38:30 AM,0.010,,,,,,,
8839,09/21/25 02:43:30 AM,0.010,,,,,,,
8840,09/21/25 02:48:30 AM,-0.213,,,,,,,
8841,09/21/25 02:53:30 AM,-0.437,,,,,,,
8842,09/21/25 02:58:30 AM,-0.774,,,,,,,
8843,09/21/25 03:03:30 AM,-1.114,,,,,,,
8844,09/21/25 03:08:30 AM,-1.001,,,,,,,
8845,09/21/25 03:13:30 AM,-1.001,,,,,,,
8846,09/21/25 03:18:30 AM,-1.001,,,,,,,
8847,09/21/25 03:23:30 AM,-0.887,,,,,,,
8848,09/21/25 03:28:30 AM,-1.114,,,,,,,
8849,09/21/25 03:33:30 AM,-1.228,,,,,,,
8850,09/21/25 03:38:30 AM,-1.228,,,,,,,
8851,09/21/25 03:43:30 AM,-1.001,,,,,,,
8852,09/21/25 03:48:30 AM,-1.001,,,,,,,
8853,09/21/25 03:53:30 AM,-1.001,,,,,,,
8854,09/21/25 03:58:30 AM,-1.114,,,,,,,
8855,09/21/25 04:03:30 AM,-1.114,,,,,,,
8856,09/21/25 04:08:30 AM,-1.114,,,,,,,
8857,09/21/25 04:13:30 AM,-1.114,,,,,,,
8858,09/21/25 04:18:30 AM,-1.228,,,,,,,
8859,09/21/25 04:23:30 AM,-1.456,,,,,,,
8860,09/21/25 04:28:30 AM,-1.456,,,,,,,
8861,09/21/25 04:33:30 AM,-1.341,,,,,,,
8862,09/21/25 04:38:30 AM,-1.228,,,,,,,
8863,09/21/25 04:43:30 AM,-1.001,,,,,,,
8864,09/21/25 04:48:30 AM,-0.662,,,,,,,
8865,09/21/25 04:53:30 AM,-0.774,,,,,,,
8866,09/21/25 04:58:30 AM,-0.774,,,,,,,
8867,09/21/25 05:03:30 AM,-0.549,,,,,,,
8868,09/21/25 05:08:30 AM,-0.662,,,,,,,
8869,09/21/25 05:13:30 AM,-0.887,,,,,,,
8870,09/21/25 05:18:30 AM,-1.228,,,,,,,
8871,09/21/25 05:23:30 AM,-1.341,,,,,,,
8872,09/21/25 05:28:30 AM,-1.570,,,,,,,
8873,09/21/25 05:33:30 AM,-1.570,,,,,,,
8874,09/21/25 05:38:30 AM,-1.456,,,,,,,
8875,09/21/25 05:43:30 AM,-1.456,,,,,,,
8876,09/21/25 05:48:30 AM,-1.341,,,,,,,
8877,09/21/25 05:53:30 AM,-1.228,,,,,,,
8878,09/21/25 05:58:30 AM,-1.228,,,,,,,
8879,09/21/25 06:03:30 AM,-1.228,,,,,,,
8880,09/21/25 06:08:30 AM,-1.341,,,,,,,
8881,09/21/25 06:13:30 AM,-1.341,,,,,,,
8882,09/21/25 06:18:30 AM,-1.456,,,,,,,
8883,09/21/25 06:23:30 AM,-1.570,,,,,,,
8884,09/21/25 06:28:30 AM,-1.341,,,,,,,
8885,09/21/25 06:33:30 AM,-0.887,,,,,,,
8886,09/21/25 06:38:30 AM,-0.102,,,,,,,
8887,09/21/25 06:43:30 AM,0.784,,,,,,,
8888,09/21/25 06:48:30 AM,1.872,,,,,,,
8889,09/21/25 06:53:30 AM,2.624,,,,,,,
8890,09/21/25 06:58:30 AM,3.049,,,,,,,
8891,09/21/25 07:03:30 AM,3.155,,,,,,,
8892,09/21/25 07:08:30 AM,3.261,,,,,,,
8893,09/21/25 07:13:30 AM,3.367,,,,,,,
8894,09/21/25 07:18:30 AM,3.472,,,,,,,
8895,09/21/25 07:23:30 AM,3.578,,,,,,,
8896,09/21/25 07:28:30 AM,3.998,,,,,,,
8897,09/21/25 07:33:30 AM,4.623,,,,,,,
8898,09/21/25 07:38:30 AM,5.037,,,,,,,
8899,09/21/25 07:43:30 AM,5.347,,,,,,,
8900,09/21/25 07:48:30 AM,5.552,,,,,,,
8901,09/21/25 07:53:30 AM,5.552,,,,,,,
8902,09/21/25 07:58:30 AM,5.347,,,,,,,
8903,09/21/25 08:03:30 AM,5.244,,,,,,,
8904,09/21/25 08:08:30 AM,5.552,,,,,,,
8905,09/21/25 08:13:30 AM,6.064,,,,,,,
8906,09/21/25 08:18:30 AM,6.573,,,,,,,
8907,09/21/25 08:23:30 AM,7.079,,,,,,,
8908,09/21/25 08:28:30 AM,7.481,,,,,,,
8909,09/21/25 08:33:30 AM,7.179,,,,,,,
8910,09/21/25 08:38:30 AM,7.079,,,,,,,
8911,09/21/25 08:43:30 AM,6.978,,,,,,,
8912,09/21/25 08:48:30 AM,6.877,,,,,,,
8913,09/21/25 08:53:30 AM,7.079,,,,,,,
8914,09/21/25 08:58:30 AM,7.079,,,,,,,
8915,09/21/25 09:03:30 AM,7.079,,,,,,,
8916,09/21/25 09:08:30 AM,7.179,,,,,,,
8917,09/21/25 09:13:30 AM,7.179,,,,,,,
8918,09/21/25 09:18:30 AM,7.179,,,,,,,
8919,09/21/25 09:23:30 AM,7.179,,,,,,,
8920,09/21/25 09:28:30 AM,7.179,,,,,,,
8921,09/21/25 09:33:30 AM,7.179,,,,,,,
8922,09/21/25 09:38:30 AM,7.381,,,,,,,
8923,09/21/25 09:43:30 AM,7.381,,,,,,,
8924,09/21/25 09:48:30 AM,7.782,,,,,,,
8925,09/21/25 09:53:30 AM,7.983,,,,,,,
8926,09/21/25 09:58:30 AM,8.182,,,,,,,
8927,09/21/25 10:03:30 AM,8.382,,,,,,,
8928,09/21/25 10:08:30 AM,8.382,,,,,,,
8929,09/21/25 10:13:30 AM,8.382,,,,,,,
8930,09/21/25 10:18:30 AM,8.581,,,,,,,
8931,09/21/25 10:23:30 AM,8.779,,,,,,,
8932,09/21/25 10:28:30 AM,9.275,,,,,,,
8933,09/21/25 10:33:30 AM,9.472,,,,,,,
8934,09/21/25 10:38:30 AM,9.669,,,,,,,
8935,09/21/25 10:43:30 AM,9.768,,,,,,,
8936,09/21/25 10:48:30 AM,9.866,,,,,,,
8937,09/21/25 10:53:30 AM,9.768,,,,,,,
8938,09/21/25 10:58:30 AM,10.161,,,,,,,
8939,09/21/25 11:03:30 AM,9.866,,,,,,,
8940,09/21/25 11:08:30 AM,9.768,,,,,,,
8941,09/21/25 11:13:30 AM,9.866,,,,,,,
8942,09/21/25 11:18:30 AM,9.965,,,,,,,
8943,09/21/25 11:23:30 AM,10.161,,,,,,,
8944,09/21/25 11:28:30 AM,10.553,,,,,,,
8945,09/21/25 11:33:30 AM,10.455,,,,,,,
8946,09/21/25 11:38:30 AM,10.651,,,,,,,
8947,09/21/25 11:43:30 AM,10.748,,,,,,,
8948,09/21/25 11:48:30 AM,10.944,,,,,,,
8949,09/21/25 11:53:30 AM,11.139,,,,,,,
8950,09/21/25 11:58:30 AM,11.334,,,,,,,
8951,09/21/25 12:03:30 PM,11.625,,,,,,,
8952,09/21/25 12:08:30 PM,11.431,,,,,,,
8953,09/21/25 12:13:30 PM,11.528,,,,,,,
8954,09/21/25 12:18:30 PM,11.334,,,,,,,
8955,09/21/25 12:23:30 PM,11.334,,,,,,,
8956,09/21/25 12:28:30 PM,11.334,,,,,,,
8957,09/21/25 12:33:30 PM,11.236,,,,,,,
8958,09/21/25 12:38:30 PM,11.431,,,,,,,
8959,09/21/25 12:43:30 PM,11.236,,,,,,,
8960,09/21/25 12:48:30 PM,11.236,,,,,,,
8961,09/21/25 12:53:30 PM,11.334,,,,,,,
8962,09/21/25 12:58:30 PM,11.528,,,,,,,
8963,09/21/25 01:03:30 PM,11.528,,,,,,,
8964,09/21/25 01:08:30 PM,11.528,,,,,,,
8965,09/21/25 01:13:30 PM,11.334,,,,,,,
8966,09/21/25 01:18:30 PM,11.139,,,,,,,
8967,09/21/25 01:23:30 PM,11.139,,,,,,,
8968,09/21/25 01:28:30 PM,11.334,,,,,,,
8969,09/21/25 01:33:30 PM,11.528,,,,,,,
8970,09/21/25 01:38:30 PM,11.334,,,,,,,
8971,09/21/25 01:43:30 PM,11.236,,,,,,,
8972,09/21/25 01:48:30 PM,11.139,,,,,,,
8973,09/21/25 01:53:30 PM,11.041,,,,,,,
8974,09/21/25 01:58:30 PM,11.139,,,,,,,
8975,09/21/25 02:03:30 PM,10.553,,,,,,,
8976,09/21/25 02:08:30 PM,10.357,,,,,,,
8977,09/21/25 02:13:30 PM,10.259,,,,,,,
8978,09/21/25 02:18:30 PM,10.357,,,,,,,
8979,09/21/25 02:23:30 PM,10.357,,,,,,,
8980,09/21/25 02:28:30 PM,10.357,,,,,,,
8981,09/21/25 02:33:30 PM,10.357,,,,,,,
8982,09/21/25 02:38:30 PM,10.259,,,,,,,
8983,09/21/25 02:43:30 PM,10.259,,,,,,,
8984,09/21/25 02:48:30 PM,10.259,,,,,,,
8985,09/21/25 02:53:30 PM,10.357,,,,,,,
8986,09/21/25 02:58:30 PM,10.259,,,,,,,
8987,09/21/25 03:03:30 PM,10.357,,,,,,,
8988,09/21/25 03:08:30 PM,10.161,,,,,,,
8989,09/21/25 03:13:30 PM,10.259,,,,,,,
8990,09/21/25 03:18:30 PM,10.161,,,,,,,
8991,09/21/25 03:23:30 PM,9.965,,,,,,,
8992,09/21/25 03:28:30 PM,9.669,,,,,,,
8993,09/21/25 03:33:30 PM,9.373,,,,,,,
8994,09/21/25 03:38:30 PM,9.472,,,,,,,
8995,09/21/25 03:43:30 PM,9.472,,,,,,,
8996,09/21/25 03:48:30 PM,9.373,,,,,,,
8997,09/21/25 03:53:30 PM,8.978,,,,,,,
8998,09/21/25 03:58:30 PM,8.779,,,,,,,
8999,09/21/25 04:03:30 PM,8.978,,,,,,,
9000,09/21/25 04:08:30 PM,8.581,,,,,,,
9001,09/21/25 04:13:30 PM,8.481,,,,,,,
9002,09/21/25 04:18:30 PM,8.481,,,,,,,
9003,09/21/25 04:23:30 PM,8.382,,,,,,,
9004,09/21/25 04:28:30 PM,8.382,,,,,,,
9005,09/21/25 04:33:30 PM,8.481,,,,,,,
9006,09/21/25 04:38:30 PM,8.282,,,,,,,
9007,09/21/25 04:43:30 PM,8.082,,,,,,,
9008,09/21/25 04:48:30 PM,7.782,,,,,,,
9009,09/21/25 04:53:30 PM,7.682,,,,,,,
9010,09/21/25 04:58:30 PM,7.481,,,,,,,
9011,09/21/25 05:03:30 PM,7.179,,,,,,,
9012,09/21/25 05:08:30 PM,6.978,,,,,,,
9013,09/21/25 05:13:30 PM,6.775,,,,,,,
9014,09/21/25 05:18:30 PM,6.573,,,,,,,
9015,09/21/25 05:23:30 PM,6.268,,,,,,,
9016,09/21/25 05:28:30 PM,5.860,,,,,,,
9017,09/21/25 05:33:30 PM,5.450,,,,,,,
9018,09/21/25 05:38:30 PM,5.037,,,,,,,
9019,09/21/25 05:43:30 PM,4.623,,,,,,,
9020,09/21/25 05:48:30 PM,4.311,,,,,,,
9021,09/21/25 05:53:30 PM,4.102,,,,,,,
9022,09/21/25 05:58:30 PM,3.788,,,,,,,
9023,09/21/25 06:03:30 PM,3.367,,,,,,,
9024,09/21/25 06:08:30 PM,2.837,,,,,,,
9025,09/21/25 06:13:30 PM,2.410,,,,,,,
9026,09/21/25 06:18:30 PM,2.195,,,,,,,
9027,09/21/25 06:23:30 PM,2.088,,,,,,,
9028,09/21/25 06:28:30 PM,1.980,,,,,,,
9029,09/21/25 06:33:30 PM,1.872,,,,,,,
9030,09/21/25 06:38:30 PM,1.764,,,,,,,
9031,09/21/25 06:43:30 PM,1.656,,,,,,,
9032,09/21/25 06:48:30 PM,1.439,,,,,,,
9033,09/21/25 06:53:30 PM,1.330,,,,,,,
9034,09/21/25 06:58:30 PM,1.112,,,,,,,
9035,09/21/25 07:03:30 PM,0.893,,,,,,,
9036,09/21/25 07:08:30 PM,0.674,,,,,,,
9037,09/21/25 07:13:30 PM,0.453,,,,,,,
9038,09/21/25 07:18:30 PM,0.343,,,,,,,
9039,09/21/25 07:23:30 PM,0.232,,,,,,,
9040,09/21/25 07:28:30 PM,0.343,,,,,,,
9041,09/21/25 07:33:30 PM,0.343,,,,,,,
9042,09/21/25 07:38:30 PM,0.343,,,,,,,
9043,09/21/25 07:43:30 PM,0.453,,,,,,,
9044,09/21/25 07:48:30 PM,0.784,,,,,,,
9045,09/21/25 07:53:30 PM,0.784,,,,,,,
9046,09/21/25 07:58:30 PM,1.003,,,,,,,
9047,09/21/25 08:03:30 PM,0.893,,,,,,,
9048,09/21/25 08:08:30 PM,0.893,,,,,,,
9049,09/21/25 08:13:30 PM,0.784,,,,,,,
9050,09/21/25 08:18:30 PM,0.784,,,,,,,
9051,09/21/25 08:23:30 PM,0.674,,,,,,,
9052,09/21/25 08:28:30 PM,0.784,,,,,,,
9053,09/21/25 08:33:30 PM,1.221,,,,,,,
9054,09/21/25 08:38:30 PM,1.439,,,,,,,
9055,09/21/25 08:43:30 PM,1.221,,,,,,,
9056,09/21/25 08:48:30 PM,1.221,,,,,,,
9057,09/21/25 08:53:30 PM,1.003,,,,,,,
9058,09/21/25 08:58:30 PM,0.784,,,,,,,
9059,09/21/25 09:03:30 PM,0.563,,,,,,,
9060,09/21/25 09:08:30 PM,0.563,,,,,,,
9061,09/21/25 09:13:30 PM,0.453,,,,,,,
9062,09/21/25 09:18:30 PM,0.563,,,,,,,
9063,09/21/25 09:23:30 PM,0.343,,,,,,,
9064,09/21/25 09:28:30 PM,0.232,,,,,,,
9065,09/21/25 09:33:30 PM,0.453,,,,,,,
